FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.9795570,9795570,POINT (16.394918907833706 48.223564904483155),Leopold-Moses-Gasse,Leopold-Moses-Gasse,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopold-Moses-Gasse&start=1,
OEFFHALTESTOGD.9795571,9795571,POINT (16.399078084598667 48.22220030789588),Harkortstraße,Harkortstraße,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Harkortstraße&start=1,
OEFFHALTESTOGD.9795572,9795572,POINT (16.39898818538895 48.222152408334544),Harkortstraße,Harkortstraße,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Harkortstraße&start=1,
OEFFHALTESTOGD.9795573,9795573,POINT (16.40230296665082 48.220518513798666),Erlafstraße,Erlafstraße,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Erlafstraße&start=1,
OEFFHALTESTOGD.9795574,9795574,POINT (16.38496119352057 48.29805103800531),Langenzersdorfer Straße,Langenzersdorfer Straße,850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Langenzersdorfer%20Straße&start=1,
OEFFHALTESTOGD.9795575,9795575,POINT (16.40117106889772 48.2181783254571),Molkereistraße,Molkereistraße,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Molkereistraße&start=1,
OEFFHALTESTOGD.9795576,9795576,POINT (16.400452476296234 48.22102131237531),Max-Winter-Platz,Max-Winter-Platz,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Max-Winter-Platz&start=1,
OEFFHALTESTOGD.9795577,9795577,POINT (16.29597878902025 48.150462614270715),"Atzgersdorf, Ziedlergasse","Atzgersdorf, Ziedlergasse",64A,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf,%20Ziedlergasse&start=1",
OEFFHALTESTOGD.9795578,9795578,POINT (16.29559259150142 48.151433509929966),"Atzgersdorf, Ziedlergasse","Atzgersdorf, Ziedlergasse","58A, 58B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf,%20Ziedlergasse&start=1",
OEFFHALTESTOGD.9795579,9795579,POINT (16.295385921710263 48.172357510580035),Melchartgasse,Melchartgasse,"56A, 56B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Melchartgasse&start=1,
OEFFHALTESTOGD.9795580,9795580,POINT (16.29513442447364 48.172549209232955),Melchartgasse,Melchartgasse,"56A, 56B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Melchartgasse&start=1,
OEFFHALTESTOGD.9795581,9795581,POINT (16.390463161715196 48.17561633580184),Absberggasse,Absberggasse,"6, 11, N6",,1,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9795583,9795583,POINT (16.390463161715196 48.17561633580184),Absberggasse,Absberggasse,N6,,10,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9795584,9795584,POINT (16.390463161715196 48.17561633580184),Absberggasse,Absberggasse,N6,,11,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9795585,9795585,POINT (16.391253659094648 48.17594583323311),Absberggasse,Absberggasse,"6, 11, N6",,1,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9795586,9795586,POINT (16.391253659094648 48.17594583323311),Absberggasse,Absberggasse,"6, 11, N6",,2,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9795587,9795587,POINT (16.391253659094648 48.17594583323311),Absberggasse,Absberggasse,N6,,10,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9795588,9795588,POINT (16.391253659094648 48.17594583323311),Absberggasse,Absberggasse,N6,,11,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9795589,9795589,POINT (16.390346363651204 48.17649693145054),Absberggasse,Absberggasse,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9795590,9795590,POINT (16.389897266211175 48.176245333219434),Absberggasse,Absberggasse,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9795591,9795591,POINT (16.48304315212272 48.20623593209606),Niedermeierweg,Niedermeierweg,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Niedermeierweg&start=1,
OEFFHALTESTOGD.9795592,9795592,POINT (16.48304315249078 48.20634373157959),Niedermeierweg,Niedermeierweg,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Niedermeierweg&start=1,
OEFFHALTESTOGD.9795593,9795593,POINT (16.38288140451166 48.17914452332427),Hlawkagasse,Hlawkagasse,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Hlawkagasse&start=1,
OEFFHALTESTOGD.9795594,9795594,POINT (16.382845504802432 48.179066724081494),Hlawkagasse,Hlawkagasse,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Hlawkagasse&start=1,
OEFFHALTESTOGD.9795595,9795595,POINT (16.426368821685656 48.27292744952445),Neu Leopoldau,Neu Leopoldau,"N30, 30A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Leopoldau&start=1,
OEFFHALTESTOGD.9795596,9795596,POINT (16.426368821685656 48.27292744952445),Neu Leopoldau,Neu Leopoldau,N30,,10,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Leopoldau&start=1,
OEFFHALTESTOGD.9795597,9795597,POINT (16.426368821685656 48.27292744952445),Neu Leopoldau,Neu Leopoldau,N30,,11,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Leopoldau&start=1,
OEFFHALTESTOGD.9795598,9795598,POINT (16.426368821685656 48.27292744952445),Neu Leopoldau,Neu Leopoldau,N30,,13,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Leopoldau&start=1,
OEFFHALTESTOGD.9795599,9795599,POINT (16.426368821685656 48.27292744952445),Neu Leopoldau,Neu Leopoldau,N30,,12,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Leopoldau&start=1,
OEFFHALTESTOGD.9795600,9795600,POINT (16.421086736214328 48.26485509056749),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,"N30, 29B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9795601,9795601,POINT (16.421086736214328 48.26485509056749),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,10,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9795602,9795602,POINT (16.421086736214328 48.26485509056749),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,11,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9795603,9795603,POINT (16.421086736214328 48.26485509056749),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,13,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9795604,9795604,POINT (16.421086736214328 48.26485509056749),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,12,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9795605,9795605,POINT (16.42068253882783 48.26492089081851),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,"N30, 29B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9795606,9795606,POINT (16.42068253882783 48.26492089081851),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,10,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9795607,9795607,POINT (16.42068253882783 48.26492089081851),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,11,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9795608,9795608,POINT (16.42068253882783 48.26492089081851),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,13,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9795609,9795609,POINT (16.42068253882783 48.26492089081851),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,12,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9795610,9795610,POINT (16.419856047263146 48.26782707783843),Kaisergrund,Kaisergrund,"N30, 29B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kaisergrund&start=1,
OEFFHALTESTOGD.9795611,9795611,POINT (16.419856047263146 48.26782707783843),Kaisergrund,Kaisergrund,N30,,10,https://anachb.vor.at?P=SQ&input=Wien%20Kaisergrund&start=1,
OEFFHALTESTOGD.9795612,9795612,POINT (16.419856047263146 48.26782707783843),Kaisergrund,Kaisergrund,N30,,11,https://anachb.vor.at?P=SQ&input=Wien%20Kaisergrund&start=1,
OEFFHALTESTOGD.9795613,9795613,POINT (16.419856047263146 48.26782707783843),Kaisergrund,Kaisergrund,N30,,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaisergrund&start=1,
OEFFHALTESTOGD.9795614,9795614,POINT (16.419856047263146 48.26782707783843),Kaisergrund,Kaisergrund,N30,,12,https://anachb.vor.at?P=SQ&input=Wien%20Kaisergrund&start=1,
OEFFHALTESTOGD.9795615,9795615,POINT (16.41974824779592 48.2678689777886),Kaisergrund,Kaisergrund,"N30, 29B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kaisergrund&start=1,
OEFFHALTESTOGD.9795616,9795616,POINT (16.41974824779592 48.2678689777886),Kaisergrund,Kaisergrund,N30,,10,https://anachb.vor.at?P=SQ&input=Wien%20Kaisergrund&start=1,
OEFFHALTESTOGD.9795617,9795617,POINT (16.41974824779592 48.2678689777886),Kaisergrund,Kaisergrund,N30,,11,https://anachb.vor.at?P=SQ&input=Wien%20Kaisergrund&start=1,
OEFFHALTESTOGD.9795618,9795618,POINT (16.41974824779592 48.2678689777886),Kaisergrund,Kaisergrund,N30,,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaisergrund&start=1,
OEFFHALTESTOGD.9795619,9795619,POINT (16.41974824779592 48.2678689777886),Kaisergrund,Kaisergrund,N30,,12,https://anachb.vor.at?P=SQ&input=Wien%20Kaisergrund&start=1,
OEFFHALTESTOGD.9795620,9795620,POINT (16.426656315652615 48.26967476485909),Paukerwerkstraße,Paukerwerkstraße,29B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Paukerwerkstraße&start=1,
OEFFHALTESTOGD.9795621,9795621,POINT (16.42651251615232 48.26968666440256),Paukerwerkstraße,Paukerwerkstraße,29B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Paukerwerkstraße&start=1,
OEFFHALTESTOGD.9795622,9795622,POINT (16.39320311737801 48.22460620056551),Krakauer Straße,Krakauer Straße,O,,1,https://anachb.vor.at?P=SQ&input=Wien%20Krakauer%20Straße&start=1,
OEFFHALTESTOGD.9795623,9795623,POINT (16.39308631777862 48.22459420054714),Krakauer Straße,Krakauer Straße,O,,1,https://anachb.vor.at?P=SQ&input=Wien%20Krakauer%20Straße&start=1,
OEFFHALTESTOGD.9795582,9795582,POINT (16.390463161715196 48.17561633580184),Absberggasse,Absberggasse,"6, 11, N6",,2,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9795624,9795624,POINT (16.39258332499328 48.228508081947226),Bruno-Marek-Allee,Bruno-Marek-Allee,O,,1,https://anachb.vor.at?P=SQ&input=Wien%20Bruno-Marek-Allee&start=1,
OEFFHALTESTOGD.9795625,9795625,POINT (16.34030157276334 48.22267914198962),Eduardgasse,Eduardgasse,42,,1,https://anachb.vor.at?P=SQ&input=Wien%20Eduardgasse&start=1,
OEFFHALTESTOGD.9795626,9795626,POINT (16.339699676674567 48.22275694265923),Eduardgasse,Eduardgasse,42,,1,https://anachb.vor.at?P=SQ&input=Wien%20Eduardgasse&start=1,
OEFFHALTESTOGD.9795627,9795627,POINT (16.336878990897066 48.22387013861859),Johann-Nepomuk-Vogl-Platz,Johann-Nepomuk-Vogl-Platz,42,,1,https://anachb.vor.at?P=SQ&input=Wien%20Johann-Nepomuk-Vogl-Platz&start=1,
OEFFHALTESTOGD.9795628,9795628,POINT (16.33630409403448 48.22403773860843),Johann-Nepomuk-Vogl-Platz,Johann-Nepomuk-Vogl-Platz,42,,1,https://anachb.vor.at?P=SQ&input=Wien%20Johann-Nepomuk-Vogl-Platz&start=1,
OEFFHALTESTOGD.9795028,9795028,POINT (16.23977154903333 48.21125275979023),Stammhausstraße,Stammhausstraße,"450, 50B, 49A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Stammhausstraße&start=1,
OEFFHALTESTOGD.9795029,9795029,POINT (16.35463852779002 48.168415392018524),Stefan-Fadinger-Platz,Stefan-Fadinger-Platz,1,,1,https://anachb.vor.at?P=SQ&input=Wien%20Stefan-Fadinger-Platz&start=1,
OEFFHALTESTOGD.9795030,9795030,POINT (16.35449482701873 48.1676364962434),Stefan-Fadinger-Platz,Stefan-Fadinger-Platz,"15A, 65A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Stefan-Fadinger-Platz&start=1,
OEFFHALTESTOGD.9795031,9795031,POINT (16.35425222829084 48.167983994150376),Stefan-Fadinger-Platz,Stefan-Fadinger-Platz,"15A, 65A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Stefan-Fadinger-Platz&start=1,
OEFFHALTESTOGD.9795032,9795032,POINT (16.43994221692721 48.24542257193648),Steigenteschgasse,Steigenteschgasse,"22A, N25, 94A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Steigenteschgasse&start=1,
OEFFHALTESTOGD.9795033,9795033,POINT (16.43994221692721 48.24542257193648),Steigenteschgasse,Steigenteschgasse,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Steigenteschgasse&start=1,
OEFFHALTESTOGD.9795034,9795034,POINT (16.43994221692721 48.24542257193648),Steigenteschgasse,Steigenteschgasse,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Steigenteschgasse&start=1,
OEFFHALTESTOGD.9795035,9795035,POINT (16.438783422173845 48.24507557394766),Steigenteschgasse,Steigenteschgasse,"22A, N25",,2,https://anachb.vor.at?P=SQ&input=Wien%20Steigenteschgasse&start=1,
OEFFHALTESTOGD.9795036,9795036,POINT (16.438783422173845 48.24507557394766),Steigenteschgasse,Steigenteschgasse,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Steigenteschgasse&start=1,
OEFFHALTESTOGD.9795037,9795037,POINT (16.438783422173845 48.24507557394766),Steigenteschgasse,Steigenteschgasse,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Steigenteschgasse&start=1,
OEFFHALTESTOGD.9795038,9795038,POINT (16.439627818889242 48.24538067244363),Steigenteschgasse,Steigenteschgasse,94A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Steigenteschgasse&start=1,
OEFFHALTESTOGD.9795039,9795039,POINT (16.402797151935136 48.2835271130876),Steinamangergasse,Steinamangergasse,"32A, 30A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Steinamangergasse&start=1,
OEFFHALTESTOGD.9795040,9795040,POINT (16.402590553300357 48.28364671279789),Steinamangergasse,Steinamangergasse,"32A, 30A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Steinamangergasse&start=1,
OEFFHALTESTOGD.9795041,9795041,POINT (16.406902306522642 48.19335074037407),Barthgasse,Barthgasse,80A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Barthgasse&start=1,
OEFFHALTESTOGD.9795042,9795042,POINT (16.438567807635746 48.23372002867243),Steinbrechergasse,Steinbrechergasse,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Steinbrechergasse&start=1,
OEFFHALTESTOGD.9795043,9795043,POINT (16.438765407002776 48.2337619285175),Steinbrechergasse,Steinbrechergasse,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Steinbrechergasse&start=1,
OEFFHALTESTOGD.9795044,9795044,POINT (16.308034203869994 48.20373355281545),Kendlerstraße,Kendlerstraße,"49, 10",,1,https://anachb.vor.at?P=SQ&input=Wien%20Kendlerstraße&start=1,
OEFFHALTESTOGD.9795045,9795045,POINT (16.30807010480354 48.20418855011633),Kendlerstraße,Kendlerstraße,"49, 10",,1,https://anachb.vor.at?P=SQ&input=Wien%20Kendlerstraße&start=1,
OEFFHALTESTOGD.9795046,9795046,POINT (16.296338272043023 48.21160592212041),Steinlegasse,Steinlegasse,46A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Steinlegasse&start=1,
OEFFHALTESTOGD.9795047,9795047,POINT (16.296329272937232 48.211689721885065),Steinlegasse,Steinlegasse,46B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Steinlegasse&start=1,
OEFFHALTESTOGD.9795048,9795048,POINT (16.32105966777278 48.15194289136085),Steinsee,Steinsee,"66A, N66, 67B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795049,9795049,POINT (16.32105966777278 48.15194289136085),Steinsee,Steinsee,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795050,9795050,POINT (16.32105966777278 48.15194289136085),Steinsee,Steinsee,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795051,9795051,POINT (16.320574571962194 48.152374389571165),Steinsee,Steinsee,"N8, 64B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795052,9795052,POINT (16.320574571962194 48.152374389571165),Steinsee,Steinsee,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795053,9795053,POINT (16.320574571962194 48.152374389571165),Steinsee,Steinsee,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795054,9795054,POINT (16.31973917493908 48.15190699296595),Steinsee,Steinsee,"N8, 66A, 64B, N66, N64, 67B, 64A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795055,9795055,POINT (16.31973917493908 48.15190699296595),Steinsee,Steinsee,"N8, N66, N64",,10,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795056,9795056,POINT (16.31973917493908 48.15190699296595),Steinsee,Steinsee,"N8, N66, N64",,11,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795057,9795057,POINT (16.31973917493908 48.15190699296595),Steinsee,Steinsee,"N8, N66, N64",,13,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795058,9795058,POINT (16.31973917493908 48.15190699296595),Steinsee,Steinsee,"N8, N66, N64",,12,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795059,9795059,POINT (16.320466770421067 48.15161929324245),Steinsee,Steinsee,"N64, 64A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795060,9795060,POINT (16.320466770421067 48.15161929324245),Steinsee,Steinsee,N64,,10,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795061,9795061,POINT (16.320466770421067 48.15161929324245),Steinsee,Steinsee,N64,,11,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795062,9795062,POINT (16.320466770421067 48.15161929324245),Steinsee,Steinsee,N64,,13,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795063,9795063,POINT (16.320466770421067 48.15161929324245),Steinsee,Steinsee,N64,,12,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.9795064,9795064,POINT (16.372514997166707 48.20927718565936),Stephansplatz,Stephansplatz,"2A, 1A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Stephansplatz&start=1,
OEFFHALTESTOGD.9795065,9795065,POINT (16.37313479397254 48.209025787334056),Stephansplatz,Stephansplatz,3A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Stephansplatz&start=1,
OEFFHALTESTOGD.9795066,9795066,POINT (16.410818982442063 48.18934445747901),Hermine-Jursa-Gasse,Hermine-Jursa-Gasse,80A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hermine-Jursa-Gasse&start=1,
OEFFHALTESTOGD.9795067,9795067,POINT (16.411295079095975 48.18919475798744),Hermine-Jursa-Gasse,Hermine-Jursa-Gasse,80A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hermine-Jursa-Gasse&start=1,
OEFFHALTESTOGD.9795068,9795068,POINT (16.344101350778033 48.148310894515646),Sterngasse,Sterngasse,"67A, 66A, N66",,2,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.9795069,9795069,POINT (16.344101350778033 48.148310894515646),Sterngasse,Sterngasse,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.9795070,9795070,POINT (16.344101350778033 48.148310894515646),Sterngasse,Sterngasse,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.9795071,9795071,POINT (16.342673057377716 48.14816109658685),Sterngasse,Sterngasse,"67A, 67B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.9795072,9795072,POINT (16.34568234314169 48.14854469242686),Sterngasse,Sterngasse,"66A, N66",,2,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.9795073,9795073,POINT (16.34568234314169 48.14854469242686),Sterngasse,Sterngasse,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.9795074,9795074,POINT (16.34568234314169 48.14854469242686),Sterngasse,Sterngasse,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.9795075,9795075,POINT (16.34268195835495 48.14871849360964),Sterngasse,Sterngasse,67B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.9795076,9795076,POINT (16.350030333648096 48.22892700605797),Sternwartestraße,Sternwartestraße,"42, 40, 41",,1,https://anachb.vor.at?P=SQ&input=Wien%20Sternwartestraße&start=1,
OEFFHALTESTOGD.9795077,9795077,POINT (16.349428437032813 48.229196305425056),Sternwartestraße,Sternwartestraße,"40A, 37A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Sternwartestraße&start=1,
OEFFHALTESTOGD.9795078,9795078,POINT (16.35002133398496 48.22886110628795),Sternwartestraße,Sternwartestraße,40A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Sternwartestraße&start=1,
OEFFHALTESTOGD.9795079,9795079,POINT (16.332935361665857 48.188218611261846),Stiegergasse,Stiegergasse,12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Stiegergasse&start=1,
OEFFHALTESTOGD.9795080,9795080,POINT (16.333779756423496 48.188098810940346),Stiegergasse,Stiegergasse,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Stiegergasse&start=1,
OEFFHALTESTOGD.9795081,9795081,POINT (16.333779756423496 48.188098810940346),Stiegergasse,Stiegergasse,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Stiegergasse&start=1,
OEFFHALTESTOGD.9795082,9795082,POINT (16.333761857058878 48.1882485106349),Stiegergasse,Stiegergasse,"N8, 57A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Stiegergasse&start=1,
OEFFHALTESTOGD.9795083,9795083,POINT (16.333761857058878 48.1882485106349),Stiegergasse,Stiegergasse,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Stiegergasse&start=1,
OEFFHALTESTOGD.9795084,9795084,POINT (16.333761857058878 48.1882485106349),Stiegergasse,Stiegergasse,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Stiegergasse&start=1,
OEFFHALTESTOGD.9795085,9795085,POINT (16.332755760883906 48.187919112617365),Stiegergasse,Stiegergasse,"12A, 57A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Stiegergasse&start=1,
OEFFHALTESTOGD.9795086,9795086,POINT (16.3548900737064 48.202488129700335),Stiftgasse,Stiftgasse,49,,1,https://anachb.vor.at?P=SQ&input=Wien%20Stiftgasse&start=1,
