FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.9802806,9802806,POINT (16.56768632262637 48.170038771468015),Mühlleiten Hubertusstraße,Mühlleiten Hubertusstraße,553,,3,https://anachb.vor.at?P=SQ&input=Mühlleiten%20(NÖ)%20Hubertusstraße&start=1,
OEFFHALTESTOGD.9802807,9802807,POINT (16.56788402051295 48.170014771052976),Mühlleiten Hubertusstraße,Mühlleiten Hubertusstraße,"553, 552",,3,https://anachb.vor.at?P=SQ&input=Mühlleiten%20(NÖ)%20Hubertusstraße&start=1,
OEFFHALTESTOGD.9802808,9802808,POINT (16.385634412946942 48.03247450428012),Münchendorf Bahnhof,Münchendorf Bahnhof,221,,3,https://anachb.vor.at?P=SQ&input=Münchendorf%20Bahnhof&start=1,
OEFFHALTESTOGD.9802809,9802809,POINT (16.213240319790724 48.382661800861364),Stockerau Bahnhof,Stockerau Bahnhof,"104, 105",,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Bahnhof&start=1,
OEFFHALTESTOGD.9802810,9802810,POINT (16.21249472183632 48.381784806627344),Stockerau Bahnhof (Südseite/P+R),Stockerau Bahnhof (Südseite/P+R),140,,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Bahnhof&start=1,
OEFFHALTESTOGD.9802811,9802811,POINT (16.22374597428288 48.38742852883105),Stockerau Kaserngasse,Stockerau Kaserngasse,1,,2,https://anachb.vor.at?P=SQ&input=Stockerau%20Kaserngasse&start=1,
OEFFHALTESTOGD.9802812,9802812,POINT (16.22387177400565 48.38790572656825),Stockerau Kaserngasse,Stockerau Kaserngasse,1,,2,https://anachb.vor.at?P=SQ&input=Stockerau%20Kaserngasse&start=1,
OEFFHALTESTOGD.9802813,9802813,POINT (16.39257899333437 48.36068953129588),Stetten Neubergsiedlung,Stetten Neubergsiedlung,857,,3,https://anachb.vor.at?P=SQ&input=Stetten%20(Korneuburg)%20Neubergsiedlung&start=1,
OEFFHALTESTOGD.9802814,9802814,POINT (16.393064089776818 48.360343332652086),Stetten Neubergsiedlung,Stetten Neubergsiedlung,857,,3,https://anachb.vor.at?P=SQ&input=Stetten%20(Korneuburg)%20Neubergsiedlung&start=1,
OEFFHALTESTOGD.9802815,9802815,POINT (16.19283062898065 48.38622350394411),Stockerau Dag-Hammerskjöld-Gasse,Stockerau Dag-Hammerskjöld-Gasse,"841, 825",,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Dag-Hammerskjöld-Gasse&start=1,
OEFFHALTESTOGD.9802816,9802816,POINT (16.19285762867451 48.386360703573004),Stockerau Dag-Hammerskjöld-Gasse,Stockerau Dag-Hammerskjöld-Gasse,"841, 825",,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Dag-Hammerskjöld-Gasse&start=1,
OEFFHALTESTOGD.9802817,9802817,POINT (16.223638167869638 48.38250665240261),Stockerau Alois-Negrelli-Str.,Stockerau Alois-Negrelli-Str.,1,,2,https://anachb.vor.at?P=SQ&input=Stockerau%20Alois-Negrelli-Straße&start=1,
OEFFHALTESTOGD.9802818,9802818,POINT (16.22362016825941 48.38264385126816),Stockerau Alois-Negrelli-Str.,Stockerau Alois-Negrelli-Str.,1,,2,https://anachb.vor.at?P=SQ&input=Stockerau%20Alois-Negrelli-Straße&start=1,
OEFFHALTESTOGD.9802819,9802819,POINT (16.223188981996255 48.39041121512274),Stockerau Dr.-Johann-Fuchs-Gasse,Stockerau Dr.-Johann-Fuchs-Gasse,1,,2,https://anachb.vor.at?P=SQ&input=Stockerau%20Dr.-Johann-Fuchs-Gasse&start=1,
OEFFHALTESTOGD.9802820,9802820,POINT (16.223350681346496 48.39042311473674),Stockerau Dr.-Johann-Fuchs-Gasse,Stockerau Dr.-Johann-Fuchs-Gasse,1,,2,https://anachb.vor.at?P=SQ&input=Stockerau%20Dr.-Johann-Fuchs-Gasse&start=1,
OEFFHALTESTOGD.9802821,9802821,POINT (16.223301379344683 48.386468073301856),Stockerau Eduard-Rösch-Straße,Stockerau Eduard-Rösch-Straße,"830, 831",,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Eduard-Rösch-Straße&start=1,
OEFFHALTESTOGD.9802822,9802822,POINT (16.223238479226023 48.38636067419635),Stockerau Eduard-Rösch-Straße,Stockerau Eduard-Rösch-Straße,"830, 831",,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Eduard-Rösch-Straße&start=1,
OEFFHALTESTOGD.9802823,9802823,POINT (16.2095482602616 48.39267205670392),Stockerau Joseph-Haydn-Gasse,Stockerau Joseph-Haydn-Gasse,827,,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Joseph-Haydn-Gasse&start=1,
OEFFHALTESTOGD.9802824,9802824,POINT (16.209507751555606 48.39267201216086),Stockerau Joseph-Haydn-Gasse,Stockerau Joseph-Haydn-Gasse,827,,2,https://anachb.vor.at?P=SQ&input=Stockerau%20Joseph-Haydn-Gasse&start=1,
OEFFHALTESTOGD.9802825,9802825,POINT (16.20931465981753 48.391938361035464),Stockerau Joseph-Haydn-Gasse,Stockerau Joseph-Haydn-Gasse,827,,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Joseph-Haydn-Gasse&start=1,
OEFFHALTESTOGD.9802826,9802826,POINT (16.209274151694267 48.39193831641064),Stockerau Joseph-Haydn-Gasse,Stockerau Joseph-Haydn-Gasse,827,,2,https://anachb.vor.at?P=SQ&input=Stockerau%20Joseph-Haydn-Gasse&start=1,
OEFFHALTESTOGD.9802827,9802827,POINT (16.198067804033876 48.387004995527285),Stockerau Prager Str./Gartensiedlung,Stockerau Prager Str./Gartensiedlung,"840, 825, 829",,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Prager%20Str./Gartensiedlung&start=1,
OEFFHALTESTOGD.9802828,9802828,POINT (16.198166603245646 48.38670069710626),Stockerau Prager Str./Gartensiedlung,Stockerau Prager Str./Gartensiedlung,829,,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Prager%20Str./Gartensiedlung&start=1,
OEFFHALTESTOGD.9803405,9803405,POINT (16.302289849792793 48.367147388720184),Leobendorf Abzw. Bahnhof,Leobendorf Abzw. Bahnhof,830,,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Abzweigung%20Bahnhof&start=1,
OEFFHALTESTOGD.9803406,9803406,POINT (16.30317914385198 48.36631779136259),Leobendorf Abzw. Bahnhof,Leobendorf Abzw. Bahnhof,"830, 832, 831",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Abzweigung%20Bahnhof&start=1,
OEFFHALTESTOGD.9803407,9803407,POINT (16.303233045469025 48.367368186164235),Leobendorf Abzw. Bahnhof (Stockerauer Str.),Leobendorf Abzw. Bahnhof (Stockerauer Str.),"832, 831",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Abzweigung%20Bahnhof&start=1,
OEFFHALTESTOGD.9803408,9803408,POINT (16.311389714273155 48.371575358693626),Leobendorf Lindengasse,Leobendorf Lindengasse,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Lindengasse&start=1,
OEFFHALTESTOGD.9803409,9803409,POINT (16.311416713501753 48.371378459078066),Leobendorf Lindengasse,Leobendorf Lindengasse,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Lindengasse&start=1,
OEFFHALTESTOGD.9803410,9803410,POINT (16.316357398726073 48.37541233498508),Leobendorf Pfarrweg,Leobendorf Pfarrweg,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Pfarrweg&start=1,
OEFFHALTESTOGD.9803411,9803411,POINT (16.31682449685824 48.37550773436387),Leobendorf Pfarrweg,Leobendorf Pfarrweg,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Pfarrweg&start=1,
OEFFHALTESTOGD.9803412,9803412,POINT (16.583316966507063 48.17983320995351),Oberhausen Wittauer Straße,Oberhausen Wittauer Straße,"553, 550",,3,https://anachb.vor.at?P=SQ&input=Oberhausen%20(NÖ)%20Wittauer%20Straße&start=1,
OEFFHALTESTOGD.9803413,9803413,POINT (16.202226756358105 48.2836587849745),Oberkirchbach Gasthaus Bonka,Oberkirchbach Gasthaus Bonka,"445, 405, 415",,3,https://anachb.vor.at?P=SQ&input=Oberkirchbach%20Gasthaus%20Bonka&start=1,
OEFFHALTESTOGD.9803414,9803414,POINT (16.20224475699252 48.283593084623185),Oberkirchbach Gasthaus Bonka,Oberkirchbach Gasthaus Bonka,"445, 415",,3,https://anachb.vor.at?P=SQ&input=Oberkirchbach%20Gasthaus%20Bonka&start=1,
OEFFHALTESTOGD.9803415,9803415,POINT (16.19755558383449 48.28546998055979),Oberkirchbach Talgasse,Oberkirchbach Talgasse,"445, 405, 415",,3,https://anachb.vor.at?P=SQ&input=Oberkirchbach%20Talgasse&start=1,
OEFFHALTESTOGD.9803416,9803416,POINT (16.197402884751018 48.28551188049282),Oberkirchbach Talgasse,Oberkirchbach Talgasse,"445, 415",,3,https://anachb.vor.at?P=SQ&input=Oberkirchbach%20Talgasse&start=1,
OEFFHALTESTOGD.9803417,9803417,POINT (16.29603764120989 48.39519506087985),Oberrohrbach Leobendorfer Str.,Oberrohrbach Leobendorfer Str.,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Oberrohrbach%20(Bz%20KO)%20Leobendorfer%20Str.&start=1,
OEFFHALTESTOGD.9803418,9803418,POINT (16.295920842483735 48.39520106072965),Oberrohrbach Leobendorfer Str.,Oberrohrbach Leobendorfer Str.,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Oberrohrbach%20(Bz%20KO)%20Leobendorfer%20Str.&start=1,
OEFFHALTESTOGD.9803419,9803419,POINT (16.29485185190987 48.39711565254225),Oberrohrbach Hofstraße,Oberrohrbach Hofstraße,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Oberrohrbach%20(Bz%20KO)%20Hofstraße&start=1,
OEFFHALTESTOGD.9803420,9803420,POINT (16.294824951181184 48.3969725535821),Oberrohrbach Hofstraße,Oberrohrbach Hofstraße,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Oberrohrbach%20(Bz%20KO)%20Hofstraße&start=1,
OEFFHALTESTOGD.9803421,9803421,POINT (16.301167011801418 48.392952266771),Oberrohrbach Schaflerhofweg,Oberrohrbach Schaflerhofweg,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Oberrohrbach%20(Bz%20KO)%20Schaflerhofweg&start=1,
OEFFHALTESTOGD.9803422,9803422,POINT (16.30109511258864 48.39290456646406),Oberrohrbach Schaflerhofweg,Oberrohrbach Schaflerhofweg,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Oberrohrbach%20(Bz%20KO)%20Schaflerhofweg&start=1,
OEFFHALTESTOGD.9803423,9803423,POINT (16.224729423730416 48.272957513198584),Weidlingbach Oberweidlingbach,Weidlingbach Oberweidlingbach,"401, 415",,3,https://anachb.vor.at?P=SQ&input=Oberweidlingbach&start=1,
OEFFHALTESTOGD.9803424,9803424,POINT (16.22471152353677 48.27281401401202),Weidlingbach Oberweidlingbach,Weidlingbach Oberweidlingbach,"401, 415",,3,https://anachb.vor.at?P=SQ&input=Oberweidlingbach&start=1,
OEFFHALTESTOGD.9803425,9803425,POINT (16.14972972583648 48.37988747692786),Oberzögersdorf Ortsmitte,Oberzögersdorf Ortsmitte,825,,3,https://anachb.vor.at?P=SQ&input=Oberzögersdorf%20Ortsmitte&start=1,
OEFFHALTESTOGD.9803426,9803426,POINT (16.20794002289017 48.28114209113795),Oberkirchbach Am Waldrand,Oberkirchbach Am Waldrand,"445, 405, 415",,3,https://anachb.vor.at?P=SQ&input=Oberkirchbach%20Am%20Waldrand&start=1,
OEFFHALTESTOGD.9803427,9803427,POINT (16.454831418267972 48.098258022637225),Pellendorf bei Himberg Kindergarten,Pellendorf bei Himberg Kindergarten,218,,3,https://anachb.vor.at?P=SQ&input=Pellendorf/Himberg%20Kindergarten&start=1,
OEFFHALTESTOGD.9803428,9803428,POINT (16.454921217065362 48.09811412340017),Pellendorf bei Himberg Kindergarten,Pellendorf bei Himberg Kindergarten,218,,3,https://anachb.vor.at?P=SQ&input=Pellendorf/Himberg%20Kindergarten&start=1,
OEFFHALTESTOGD.9803429,9803429,POINT (16.277459949895828 48.128582351128905),Perchtoldsdorf Babenbergerg.,Perchtoldsdorf Babenbergerg.,"256, 2, 257, 258",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Babenbergergasse&start=1,
OEFFHALTESTOGD.9803430,9803430,POINT (16.277419649230087 48.128582330575696),Perchtoldsdorf Babenbergerg.,Perchtoldsdorf Babenbergerg.,"256, 2, 257, 258",,2,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Babenbergergasse&start=1,
OEFFHALTESTOGD.9803431,9803431,POINT (16.277594748568006 48.12852235080517),Perchtoldsdorf Babenbergerg.,Perchtoldsdorf Babenbergerg.,"256, 257, 258",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Babenbergergasse&start=1,
OEFFHALTESTOGD.9803432,9803432,POINT (16.277554447949115 48.12852233029925),Perchtoldsdorf Babenbergerg.,Perchtoldsdorf Babenbergerg.,"256, 257, 258",,2,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Babenbergergasse&start=1,
OEFFHALTESTOGD.9803433,9803433,POINT (16.266743091724877 48.12401328292134),Perchtoldsdorf Freizeitzentrum (Plättenstr.),Perchtoldsdorf Freizeitzentrum (Plättenstr.),"256, 257, 258",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Freizeitzentrum&start=1,
OEFFHALTESTOGD.9803434,9803434,POINT (16.266680192262314 48.12388138415498),Perchtoldsdorf Freizeitzentrum (Plättenstr.),Perchtoldsdorf Freizeitzentrum (Plättenstr.),"256, 257, 258",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Freizeitzentrum&start=1,
OEFFHALTESTOGD.9803435,9803435,POINT (16.264928501562917 48.12457098255664),Perchtoldsdorf Freizeitzentrum (Donauwörther Str.),Perchtoldsdorf Freizeitzentrum (Donauwörther Str.),259,,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Freizeitzentrum&start=1,
OEFFHALTESTOGD.9803436,9803436,POINT (16.265359698962722 48.12413918392024),Perchtoldsdorf Freizeitzentrum (Donauwörther Str.),Perchtoldsdorf Freizeitzentrum (Donauwörther Str.),"259, 206, 2, 257",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Freizeitzentrum&start=1,
OEFFHALTESTOGD.9803437,9803437,POINT (16.26531940178221 48.12413915912577),Perchtoldsdorf Freizeitzentrum (Donauwörther Str.),Perchtoldsdorf Freizeitzentrum (Donauwörther Str.),"259, 206, 2, 257",,2,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Freizeitzentrum&start=1,
OEFFHALTESTOGD.9803438,9803438,POINT (16.260535793643328 48.11120335020592),Perchtoldsdorf Gustav-Freytag-Gasse,Perchtoldsdorf Gustav-Freytag-Gasse,"256, 258",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Gustav-Freytag-Gasse&start=1,
OEFFHALTESTOGD.9803439,9803439,POINT (16.260643593319607 48.111107350638484),Perchtoldsdorf Gustav-Freytag-Gasse,Perchtoldsdorf Gustav-Freytag-Gasse,"256, 258",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Gustav-Freytag-Gasse&start=1,
OEFFHALTESTOGD.9803440,9803440,POINT (16.124828114929436 48.18303814101531),An der Stadlhütte Wasserwerk,An der Stadlhütte Wasserwerk,"453, 458",,3,https://anachb.vor.at?P=SQ&input=An%20der%20Stadlhütte%20Wasserwerk&start=1,
OEFFHALTESTOGD.9804012,9804012,POINT (16.210230360467214 48.12039135575508),Kaltenleutgeben Hans-Czettel-Hof,Kaltenleutgeben Hans-Czettel-Hof,255,,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Hans-Czettel-Hof&start=1,
OEFFHALTESTOGD.9804013,9804013,POINT (16.204696783235246 48.118820169391505),Kaltenleutgeben Wilhelmstraße,Kaltenleutgeben Wilhelmstraße,255,,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Wilhelmstraße&start=1,
OEFFHALTESTOGD.9804014,9804014,POINT (16.2041308853581 48.11870026976515),Kaltenleutgeben Wilhelmstraße,Kaltenleutgeben Wilhelmstraße,"255, 249",,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Wilhelmstraße&start=1,
OEFFHALTESTOGD.9804015,9804015,POINT (16.19429432504549 48.114706098598674),Kaltenleutgeben Pfarrgasse,Kaltenleutgeben Pfarrgasse,"255, 249",,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Pfarrgasse&start=1,
OEFFHALTESTOGD.9804016,9804016,POINT (16.19419552552624 48.114801998442346),Kaltenleutgeben Pfarrgasse,Kaltenleutgeben Pfarrgasse,255,,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Pfarrgasse&start=1,
OEFFHALTESTOGD.9804017,9804017,POINT (16.19981890390191 48.11713498144556),Kaltenleutgeben Gemeindeamt,Kaltenleutgeben Gemeindeamt,255,,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Gemeindeamt&start=1,
OEFFHALTESTOGD.9804018,9804018,POINT (16.200348900987084 48.11720098095827),Kaltenleutgeben Gemeindeamt,Kaltenleutgeben Gemeindeamt,"255, 249",,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Gemeindeamt&start=1,
OEFFHALTESTOGD.9804019,9804019,POINT (16.17021963712771 48.11234303352476),Kaltenleutgeben Thumergasse,Kaltenleutgeben Thumergasse,255,,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Thumergasse&start=1,
OEFFHALTESTOGD.9804020,9804020,POINT (16.169482940381005 48.112145135541844),Kaltenleutgeben Thumergasse,Kaltenleutgeben Thumergasse,"255, 249",,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Thumergasse&start=1,
OEFFHALTESTOGD.9804021,9804021,POINT (16.218081629377256 48.12372553246148),Kaltenleutgeben Wiener Graben,Kaltenleutgeben Wiener Graben,255,,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Wiener%20Graben&start=1,
OEFFHALTESTOGD.9804022,9804022,POINT (16.217830129283154 48.12338973443669),Kaltenleutgeben Wiener Graben,Kaltenleutgeben Wiener Graben,"255, 249",,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Wiener%20Graben&start=1,
OEFFHALTESTOGD.9804023,9804023,POINT (16.49469889617831 48.316501643272694),Kapellerfeld Bahnhof,Kapellerfeld Bahnhof,512,,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Bahnhof&start=1,
OEFFHALTESTOGD.9804024,9804024,POINT (16.494788695606356 48.31648374378863),Kapellerfeld Bahnhof,Kapellerfeld Bahnhof,"512, 513",,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Bahnhof&start=1,
OEFFHALTESTOGD.9804025,9804025,POINT (16.4930010921725 48.311065071124105),Kapellerfeld Brunnengasse,Kapellerfeld Brunnengasse,512,,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Brunnengasse&start=1,
OEFFHALTESTOGD.9804026,9804026,POINT (16.49305499197965 48.311023270850626),Kapellerfeld Brunnengasse,Kapellerfeld Brunnengasse,512,,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Brunnengasse&start=1,
OEFFHALTESTOGD.9804027,9804027,POINT (16.503735953747874 48.31754113018572),Kapellerfeld Blumengasse,Kapellerfeld Blumengasse,512,,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Blumengasse&start=1,
OEFFHALTESTOGD.9804028,9804028,POINT (16.503628154871283 48.3175530303678),Kapellerfeld Blumengasse,Kapellerfeld Blumengasse,512,,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Blumengasse&start=1,
OEFFHALTESTOGD.9804029,9804029,POINT (16.49013550733184 48.3110830738798),Kapellerfeld Halbgasse,Kapellerfeld Halbgasse,"512, 513",,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Halbgasse&start=1,
OEFFHALTESTOGD.9804030,9804030,POINT (16.490162407170395 48.31122647288811),Kapellerfeld Halbgasse,Kapellerfeld Halbgasse,512,,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Halbgasse&start=1,
OEFFHALTESTOGD.9804031,9804031,POINT (16.49716029328983 48.32068922128528),Kapellerfeld Lenaugasse,Kapellerfeld Lenaugasse,512,,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Lenaugasse&start=1,
OEFFHALTESTOGD.9804032,9804032,POINT (16.497312992567256 48.32061152177312),Kapellerfeld Lenaugasse,Kapellerfeld Lenaugasse,512,,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Lenaugasse&start=1,
OEFFHALTESTOGD.9804033,9804033,POINT (16.497447776579616 48.31354445488791),Kapellerfeld Mittelgasse,Kapellerfeld Mittelgasse,512,,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Mittelgasse&start=1,
OEFFHALTESTOGD.9804034,9804034,POINT (16.497555575129155 48.313526554952894),Kapellerfeld Mittelgasse,Kapellerfeld Mittelgasse,512,,3,https://anachb.vor.at?P=SQ&input=Kapellerfeld%20Mittelgasse&start=1,
OEFFHALTESTOGD.9804035,9804035,POINT (16.35803842016321 48.112150950888434),Hennersdorf Bahnhof,Hennersdorf Bahnhof,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Hennersdorf%20bei%20Wien%20Bahnhof&start=1,
OEFFHALTESTOGD.9804036,9804036,POINT (16.35842471796748 48.112108950352344),Hennersdorf Bahnhof,Hennersdorf Bahnhof,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Hennersdorf%20bei%20Wien%20Bahnhof&start=1,
OEFFHALTESTOGD.9804037,9804037,POINT (16.362386297817682 48.11152714915876),Hennersdorf Hauptplatz,Hennersdorf Hauptplatz,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Hennersdorf%20bei%20Wien%20Hauptplatz&start=1,
OEFFHALTESTOGD.9804038,9804038,POINT (16.361479001655194 48.11141915111176),Hennersdorf Hauptplatz,Hennersdorf Hauptplatz,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Hennersdorf%20bei%20Wien%20Hauptplatz&start=1,
OEFFHALTESTOGD.9804039,9804039,POINT (16.426687337244033 48.08974419065878),Himberg Wiener Straße/Industriegebiet,Himberg Wiener Straße/Industriegebiet,"217, 216, 227, 226",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Wiener%20Straße/Industriegebiet&start=1,
OEFFHALTESTOGD.9804040,9804040,POINT (16.42747783304731 48.08952219103295),Himberg Wiener Straße/Industriegebiet,Himberg Wiener Straße/Industriegebiet,"217, 216, 227, 226",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Wiener%20Straße/Industriegebiet&start=1,
OEFFHALTESTOGD.9804041,9804041,POINT (16.44466252214795 48.07719583282496),Himberg Friedhof,Himberg Friedhof,"246, 227, 226",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Friedhof&start=1,
OEFFHALTESTOGD.9804042,9804042,POINT (16.444770321694367 48.0772738330339),Himberg Friedhof,Himberg Friedhof,"246, 227, 226",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Friedhof&start=1,
OEFFHALTESTOGD.9804043,9804043,POINT (16.441195044066887 48.0798425239237),Himberg Hintere Ortsstraße,Himberg Hintere Ortsstraße,"246, 227, 226, 218",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Hintere%20Ortsstraße&start=1,
OEFFHALTESTOGD.9804044,9804044,POINT (16.441608242712544 48.07978852389154),Himberg Hintere Ortsstraße,Himberg Hintere Ortsstraße,"246, 227, 226, 218",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Hintere%20Ortsstraße&start=1,
OEFFHALTESTOGD.9804045,9804045,POINT (16.44011705518123 48.081991114915546),Himberg Hauptplatz,Himberg Hauptplatz,"246, 217, SV700, 216, 227, 226, 218",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Hauptplatz&start=1,
OEFFHALTESTOGD.9804046,9804046,POINT (16.44051225269963 48.081949114325084),Himberg Hauptplatz,Himberg Hauptplatz,"246, 217, 216, 227, 226, 218",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Hauptplatz&start=1,
OEFFHALTESTOGD.9804047,9804047,POINT (16.439973366155463 48.08691189147429),Himberg Hauptstraße,Himberg Hauptstraße,218,,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Hauptstraße&start=1,
OEFFHALTESTOGD.9804048,9804048,POINT (16.43997336383744 48.08613179491939),Himberg Hauptstraße,Himberg Hauptstraße,218,,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Hauptstraße&start=1,
OEFFHALTESTOGD.9804049,9804049,POINT (16.43813176877363 48.084349505088845),Himberg Falkenhofgasse,Himberg Falkenhofgasse,"216, 227, 226",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Falkenhofgasse&start=1,
OEFFHALTESTOGD.9802829,9802829,POINT (16.20313868923069 48.39702619556896),Stockerau Franz-Jonas-Straße,Stockerau Franz-Jonas-Straße,1,,2,https://anachb.vor.at?P=SQ&input=Stockerau%20Franz-Jonas-Straße&start=1,
OEFFHALTESTOGD.9802830,9802830,POINT (16.216761711853763 48.38686777745356),Stockerau Stögergasse,Stockerau Stögergasse,826,,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Stögergasse&start=1,
OEFFHALTESTOGD.9802831,9802831,POINT (16.193917631244044 48.389922085071156),Stockerau Prager Str./Glasfabrik,Stockerau Prager Str./Glasfabrik,"840, 825, 829",,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Prager%20Straße/Glasfabrik&start=1,
OEFFHALTESTOGD.9802832,9802832,POINT (16.193082236174252 48.39034568470566),Stockerau Prager Str./Glasfabrik,Stockerau Prager Str./Glasfabrik,829,,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Prager%20Straße/Glasfabrik&start=1,
OEFFHALTESTOGD.9802833,9802833,POINT (16.19242643980087 48.390643883526955),Stockerau Prager Str./Glasfabrik,Stockerau Prager Str./Glasfabrik,840,,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Prager%20Straße/Glasfabrik&start=1,
OEFFHALTESTOGD.9802834,9802834,POINT (16.202487485717178 48.388311485071846),Stockerau Unter den Linden/Gymnasium,Stockerau Unter den Linden/Gymnasium,"826, 830, 827, 831, 825",,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Unter%20den%20Linden/Gymnasium&start=1,
OEFFHALTESTOGD.9802835,9802835,POINT (16.202446980483284 48.38831143804593),Stockerau Unter den Linden/Gymnasium,Stockerau Unter den Linden/Gymnasium,"826, 830, 827, 831, 825",,2,https://anachb.vor.at?P=SQ&input=Stockerau%20Unter%20den%20Linden/Gymnasium&start=1,
OEFFHALTESTOGD.9802836,9802836,POINT (16.21303813633663 48.39357860620967),Stockerau Johann-Strauß-Promenade,Stockerau Johann-Strauß-Promenade,1,,2,https://anachb.vor.at?P=SQ&input=Stockerau%20Johann-Strauß-Promenade&start=1,
